tconst,primary_title,start_year,genres,averagerating,studio,domestic_gross,year
tt1233192,Brighton Rock,2010,"Crime,Drama,Thriller",5.7,IFC,230000.0,2011
tt1234654,Greenberg,2010,"Comedy,Drama,Romance",6.1,Focus,4200000.0,2010
tt1235170,The Future,2011,"Drama,Fantasy,Romance",6.2,RAtt.,569000.0,2011
tt1235189,Wild Target,2010,"Action,Comedy,Crime",6.8,Free,109000.0,2010
tt1235522,Broken City,2013,"Crime,Drama,Thriller",6.2,Fox,19700000.0,2013
tt1235830,Chico & Rita,2010,"Animation,Crime,Drama",7.2,GK,351000.0,2012
tt1236371,Mysteries of Lisbon,2010,"Drama,Mystery,Romance",7.5,MBox,111000.0,2011
tt1240982,Your Highness,2011,"Adventure,Comedy,Fantasy",5.5,Uni.,21600000.0,2011
tt1242432,I Spit on Your Grave,2010,"Horror,Thriller",6.3,Anch.,93100.0,2010
tt1242460,We Need to Talk About Kevin,2011,"Drama,Mystery,Thriller",7.5,Osci.,1700000.0,2011
tt1242599,Bellflower,2011,"Action,Drama,Romance",6.4,Osci.,168000.0,2011
tt1243957,The Tourist,2010,"Action,Adventure,Thriller",6.0,Sony,67600000.0,2010
tt1243974,Aloha,2015,"Comedy,Drama,Romance",5.4,Sony,21100000.0,2015
tt1244659,Extraordinary Measures,2010,Drama,6.5,CBS,12100000.0,2010
tt1244754,Conviction,2010,"Biography,Crime,Drama",7.2,FoxS,6800000.0,2010
tt1247667,High School,2010,Comedy,5.8,Anch.,139000.0,2012
tt1247690,Serena,2014,"Drama,History,Romance",5.4,Magn.,176000.0,2015
tt1250777,Kick-Ass,2010,"Action,Comedy",7.6,LGF,48100000.0,2010
tt1253864,Immortals,2011,"Action,Drama,Fantasy",6.0,Rela.,83500000.0,2011
tt1258972,The Man with the Iron Fists,2012,Action,5.4,Uni.,15600000.0,2012
tt1259521,The Cabin in the Woods,2011,Horror,7.0,LGF,42100000.0,2012
tt1259528,Den of Thieves,2018,"Action,Crime,Drama",7.0,STX,44900000.0,2018
tt1261945,Sex and the City 2,2010,"Comedy,Drama,Romance",4.4,WB (NL),95300000.0,2010
tt1261954,Take Me Home,2011,"Comedy,Romance",6.8,Mont.,15800.0,2012
tt1262416,Scream 4,2011,"Horror,Mystery",6.2,W/Dim.,38200000.0,2011
tt1265990,The Roommate,2011,"Drama,Thriller",4.9,SGem,37300000.0,2011
tt1268204,Waste Land,2010,Documentary,7.9,Arth.,188000.0,2010
tt1268799,A Very Harold & Kumar 3D Christmas,2011,"Adventure,Comedy",6.3,WB,35100000.0,2011
tt1270262,The Devil's Double,2011,"Biography,Drama,Thriller",7.1,LGF,1400000.0,2011
tt1270761,Don't Be Afraid of the Dark,2010,"Fantasy,Horror,Thriller",5.6,FD,24000000.0,2011
tt1270798,X-Men: First Class,2011,"Action,Adventure,Sci-Fi",7.7,Fox,146400000.0,2011
tt1270842,Norwegian Wood,2010,"Drama,Romance",6.4,RF,13000.0,2012
tt1272878,2 Guns,2013,"Action,Comedy,Crime",6.7,Uni.,75600000.0,2013
tt1273678,The Spy Next Door,2010,"Action,Comedy,Family",5.5,LGF,24300000.0,2010
tt1274300,The Tempest,2010,"Comedy,Drama,Fantasy",5.4,Mira.,278000.0,2010
tt1276104,Looper,2012,"Action,Crime,Drama",7.4,TriS,66500000.0,2012
tt1276419,A Royal Affair,2012,"Biography,Drama,History",7.6,Magn.,1500000.0,2012
tt1277953,Madagascar 3: Europe's Most Wanted,2012,"Adventure,Animation,Comedy",6.8,P/DW,216400000.0,2012
tt1278379,Jack Goes Boating,2010,"Drama,Romance",6.4,Over.,542000.0,2010
tt1279935,Date Night,2010,"Comedy,Crime,Romance",6.3,Fox,98700000.0,2010
tt1282140,Easy A,2010,"Comedy,Drama,Romance",7.1,SGem,58400000.0,2010
tt1284575,Bad Teacher,2011,"Comedy,Romance",5.7,Sony,100300000.0,2011
tt1285016,The Social Network,2010,"Biography,Drama",7.7,Sony,97000000.0,2010
tt1285241,Don 2,2011,"Action,Crime,Thriller",7.1,Relbig.,3700000.0,2011
tt1287468,Cats & Dogs: The Revenge of Kitty Galore,2010,"Action,Comedy,Family",4.3,WB,43600000.0,2010
tt1287878,Poetry,2010,Drama,7.8,Kino,356000.0,2011
tt1291465,Raajneeti,2010,"Crime,Drama",7.2,UTV,1500000.0,2010
tt1291570,Solace,2015,"Crime,Drama,Mystery",6.4,LGP,,2016
tt1291584,Warrior,2011,"Drama,Sport",8.2,LGF,13700000.0,2011
tt1292566,How to Be Single,2016,"Comedy,Drama,Romance",6.1,WB (NL),46800000.0,2016
tt1293751,Casting By,2012,Documentary,7.6,SD,18200.0,2013
tt1294136,As Good as Dead,2010,"Crime,Thriller",5.2,First,2000.0,2010
tt1294226,The Last Song,2010,"Drama,Music,Romance",6.0,BV,63000000.0,2010
tt1294688,Last Night,2010,"Drama,Romance",6.6,Trib.,99000.0,2011
tt1298649,The Watch,2012,"Action,Comedy,Horror",5.7,Fox,35400000.0,2012
tt1298650,Pirates of the Caribbean: On Stranger Tides,2011,"Action,Adventure,Fantasy",6.6,BV,241100000.0,2011
tt1300854,Iron Man 3,2013,"Action,Adventure,Sci-Fi",7.2,BV,409000000.0,2013
tt1302011,Kung Fu Panda 2,2011,"Action,Adventure,Animation",7.2,P/DW,165200000.0,2011
tt1302067,Yogi Bear,2010,"Adventure,Animation,Comedy",4.6,WB,100200000.0,2010
tt1305583,Our Family Wedding,2010,"Comedy,Romance",4.9,FoxS,20300000.0,2010
tt1305591,Mars Needs Moms,2011,"Adventure,Animation,Family",5.4,BV,21400000.0,2011
tt1306980,50/50,2011,"Comedy,Drama,Romance",7.7,Sum.,35000000.0,2011
tt1307068,Seeking a Friend for the End of the World,2012,"Adventure,Comedy,Drama",6.7,Focus,7100000.0,2012
tt1308165,The Taqwacores,2010,"Drama,Music",6.1,Strand,11400.0,2010
tt1308728,The Happytime Murders,2018,"Action,Comedy,Crime",5.3,STX,20700000.0,2018
tt1308729,Bullet to the Head,2012,"Action,Crime,Thriller",5.7,WB,9500000.0,2013
tt1311071,Kill Your Darlings,2013,"Biography,Drama,Romance",6.5,SPC,1000000.0,2013
tt1311075,The Human Resources Manager,2010,"Comedy,Drama",6.6,FM,64000.0,2011
tt1313092,Animal Kingdom,2010,"Crime,Drama",7.3,SPC,1000000.0,2010
tt1313139,The Oranges,2011,"Comedy,Drama,Romance",5.9,ATO,366000.0,2012
tt1314652,The Housemaid,2010,"Drama,Thriller",6.5,IFC,158000.0,2011
tt1314655,Devil,2010,"Horror,Mystery,Thriller",6.2,Uni.,33600000.0,2010
tt1315350,Cherry,2010,"Comedy,Drama",6.8,Abr.,11400.0,2010
tt1316540,The Turin Horse,2011,Drama,7.8,CGld,56400.0,2012
tt1316616,There Be Dragons,2011,"Biography,Drama,War",5.8,Gold.,1100000.0,2011
tt1316622,Wrecked,2010,"Adventure,Drama,Mystery",5.3,IFC,8000.0,2011
tt1318514,Rise of the Planet of the Apes,2011,"Action,Drama,Sci-Fi",7.6,Fox,176800000.0,2011
tt1319716,It's a Wonderful Afterlife,2010,"Comedy,Drama,Fantasy",5.4,UTV,,2010
tt1319744,The Interrupters,2011,"Crime,Documentary",7.5,CGld,282000.0,2011
tt1320239,Burke and Hare,2010,"Comedy,Crime,History",6.2,IFC,4800.0,2011
tt1320244,The Last Exorcism,2010,"Drama,Horror,Thriller",5.6,LGF,41000000.0,2010
tt1320253,The Expendables,2010,"Action,Adventure,Thriller",6.5,LGF,103100000.0,2010
tt1320261,Gulliver's Travels,2010,"Adventure,Comedy,Family",4.9,Fox,42800000.0,2010
tt1321860,The Beaver,2011,Drama,6.7,Sum.,971000.0,2011
tt1321870,Gangster Squad,2013,"Action,Crime,Drama",6.7,WB,46000000.0,2013
tt1322269,August: Osage County,2013,"Comedy,Drama",7.2,Wein.,37700000.0,2013
tt1322312,Going the Distance,2010,"Comedy,Romance",6.3,WB (NL),17800000.0,2010
tt1322313,Sunshine Superman,2014,"Biography,Documentary,Sport",6.9,Magn.,88100.0,2015
tt1323045,Frozen,2010,"Adventure,Drama,Sport",6.2,BV,400700000.0,2013
tt1323594,Despicable Me,2010,"Animation,Comedy,Family",7.7,Uni.,251500000.0,2010
tt1324055,The Mill and the Cross,2011,"Drama,History",7.0,KC,312000.0,2011
tt1325004,The Twilight Saga: Eclipse,2010,"Adventure,Drama,Fantasy",5.0,Sum.,300500000.0,2010
tt1327194,The Lucky One,2012,"Drama,Romance",6.5,WB,60500000.0,2012
tt1327709,Cyrus,2010,"Crime,Horror,Mystery",4.7,FoxS,7500000.0,2010
tt1327773,Lee Daniels' The Butler,2013,"Biography,Drama",7.2,Wein.,116600000.0,2013
tt1329457,Gainsbourg: A Heroic Life,2010,"Biography,Drama,Music",6.9,MBox,233000.0,2011
tt1332134,King of Devil's Island,2010,"Action,Drama",7.5,FM,7600.0,2011
tt1333125,Movie 43,2013,Comedy,4.3,Rela.,8800000.0,2013
tt1334260,Never Let Me Go,2010,"Drama,Romance,Sci-Fi",7.1,FoxS,2400000.0,2010
tt1334470,Raavan,2010,"Action,Adventure,Crime",5.4,Relbig.,709000.0,2010
tt1335975,47 Ronin,2013,"Action,Adventure,Drama",6.3,Uni.,38400000.0,2013
tt1336608,Rock of Ages,2012,"Comedy,Drama,Musical",5.9,WB (NL),38500000.0,2012
tt1339161,The Robber,2010,"Biography,Crime,Drama",6.8,Kino,83500.0,2011
tt1340107,In a Better World,2010,"Drama,Romance",7.6,SPC,1000000.0,2011
tt1341167,Four Lions,2010,"Comedy,Crime,Drama",7.3,Drft.,305000.0,2010
tt1341188,How Do You Know,2010,"Comedy,Drama,Romance",5.4,Sony,30200000.0,2010
tt1341341,Ceremony,2010,"Comedy,Romance",5.5,Magn.,22300.0,2011
tt1343727,Dredd,2012,"Action,Crime,Sci-Fi",7.1,LGF,13400000.0,2012
tt1344337,Reuniting the Rubins,2010,"Comedy,Drama,Family",5.3,Mont.,13600.0,2012
tt1345836,The Dark Knight Rises,2012,"Action,Thriller",8.4,WB,448100000.0,2012
tt1349451,Butter,2011,"Comedy,Drama",6.2,RTWC,105000.0,2012
tt1351685,Jack the Giant Slayer,2013,"Adventure,Fantasy",6.3,WB (NL),65200000.0,2013
tt1355630,If I Stay,2014,"Drama,Fantasy,Music",6.8,WB (NL),50500000.0,2014
tt1355631,The Infiltrator,2016,"Biography,Crime,Drama",7.0,BG,15400000.0,2016
tt1355638,The Rabbi's Cat,2011,"Animation,Comedy,Fantasy",7.2,GK,23400.0,2012
tt1355683,Black Mass,2015,"Biography,Crime,Drama",6.9,WB,62600000.0,2015
tt1356864,I'm Still Here,2010,"Comedy,Drama,Music",6.2,Magn.,409000.0,2010
tt1361313,The Extra Man,2010,Comedy,5.9,Magn.,453000.0,2010
tt1365483,Main Street,2010,Drama,4.7,Magn.,2600.0,2011
tt1365519,Tomb Raider,2018,"Action,Adventure,Fantasy",6.3,WB,58300000.0,2018
tt1366344,The Sitter,2011,Comedy,5.7,Fox,30400000.0,2011
tt1366365,The Cold Light of Day,2012,"Action,Thriller",4.9,LG/S,3800000.0,2012
tt1366409,Miral,2010,"Drama,History",6.3,Wein.,373000.0,2011
tt1368440,Branded,2012,"Drama,Fantasy,Thriller",4.7,RAtt.,354000.0,2012
tt1371111,Cloud Atlas,2012,"Action,Drama,Mystery",7.4,WB,27100000.0,2012
tt1371155,Made in Dagenham,2010,"Biography,Comedy,Drama",7.2,SPC,1100000.0,2010
tt1373156,Karthik Calling Karthik,2010,"Drama,Mystery,Thriller",7.0,Eros,286000.0,2010
tt1374989,Pride and Prejudice and Zombies,2016,"Action,Comedy,Horror",5.8,SGem,10900000.0,2016
tt1374992,Upside Down,2012,"Drama,Fantasy,Romance",6.4,MNE,105000.0,2013
tt1375666,Inception,2010,"Action,Adventure,Sci-Fi",8.8,WB,292600000.0,2010
tt1375670,Grown Ups,2010,Comedy,6.0,Sony,162000000.0,2010
tt1375789,Race 2,2013,"Action,Crime,Thriller",5.3,UTV,1600000.0,2013
tt1381404,The Company You Keep,2012,"Drama,Thriller",6.4,SPC,5100000.0,2013
tt1384927,Death of a Superhero,2011,"Animation,Drama",7.1,Trib.,600.0,2012
tt1385826,The Adjustment Bureau,2011,"Romance,Sci-Fi,Thriller",7.1,Uni.,62500000.0,2011
tt1385867,Cop Out,2010,"Action,Comedy,Crime",5.6,WB,44900000.0,2010
tt1386588,The Other Guys,2010,"Action,Comedy,Crime",6.7,Sony,119200000.0,2010
tt1386683,A Somewhat Gentle Man,2010,"Comedy,Crime,Drama",6.9,Strand,37700.0,2011
tt1386697,Suicide Squad,2016,"Action,Adventure,Fantasy",6.0,WB,325100000.0,2016
tt1389072,Downsizing,2017,"Drama,Sci-Fi",5.7,Par.,24400000.0,2017
tt1389096,Stand Up Guys,2012,"Comedy,Crime,Thriller",6.5,LGF,3300000.0,2013
tt1389127,Texas Killing Fields,2011,"Crime,Drama,History",5.7,Anch.,45500.0,2011
tt1389137,We Bought a Zoo,2011,"Comedy,Drama,Family",7.1,Fox,75600000.0,2011
tt1389139,When the Bough Breaks,2016,"Crime,Drama,Horror",5.1,SGem,29700000.0,2016
tt1390411,In the Heart of the Sea,2015,"Action,Adventure,Biography",6.9,WB,25000000.0,2015
tt1392170,The Hunger Games,2012,"Action,Adventure,Sci-Fi",7.2,LGF,408000000.0,2012
tt1392190,Mad Max: Fury Road,2015,"Action,Adventure,Sci-Fi",8.1,WB,153600000.0,2015
tt1392197,Marmaduke,2010,"Comedy,Family",4.2,Fox,33600000.0,2010
tt1392214,Prisoners,2013,"Crime,Drama,Mystery",8.1,WB,61000000.0,2013
tt1392744,Chance Pe Dance,2010,"Comedy,Drama,Musical",4.7,UTV,169000.0,2010
tt1395025,Agent Vinod,2012,"Action,Adventure,Thriller",5.2,Eros,698000.0,2012
tt1396218,Mr. Popper's Penguins,2011,"Comedy,Family,Fantasy",6.0,Fox,68200000.0,2011
tt1396484,It,2017,"Horror,Thriller",7.4,WB (NL),327500000.0,2017
tt1397280,Taken 2,2012,"Action,Thriller",6.3,Fox,139900000.0,2012
tt1397514,Journey 2: The Mysterious Island,2012,"Action,Adventure,Comedy",5.8,WB (NL),103900000.0,2012
tt1398426,Straight Outta Compton,2015,"Biography,Drama,History",7.9,Uni.,161200000.0,2015
tt1399103,Transformers: Dark of the Moon,2011,"Action,Adventure,Sci-Fi",6.2,P/DW,352400000.0,2011
tt1399683,Winter's Bone,2010,"Drama,Mystery",7.2,RAtt.,6500000.0,2010
tt1401143,Rare Exports: A Christmas Tale,2010,"Adventure,Fantasy,Horror",6.7,Osci.,236000.0,2010
tt1401152,Unknown,2011,"Action,Mystery,Thriller",6.9,WB,63700000.0,2011
tt1401669,The Little Bedroom,2010,Drama,6.9,CLS,7400.0,2014
tt1402488,Happy Feet Two,2011,"Adventure,Animation,Comedy",5.9,WB,64000000.0,2011
tt1403047,Aurora,2010,Drama,6.7,CGld,5700.0,2011
tt1403177,Hesher,2010,"Comedy,Crime,Drama",7.0,WHE,383000.0,2011
tt1403214,Paradise: Love,2012,Drama,7.1,Strand,24300.0,2013
tt1403241,Wolves,2014,"Action,Fantasy,Horror",5.3,KE,12100.0,2014
tt1403865,True Grit,2010,"Adventure,Drama,Western",7.6,Par.,171200000.0,2010
tt1403981,Remember Me,2010,"Drama,Romance",7.1,Sum.,19100000.0,2010
tt1403988,The Romantics,2010,"Comedy,Drama,Romance",5.1,FOAK,107000.0,2010
tt1405500,For Colored Girls,2010,Drama,6.1,LGF,37700000.0,2010
tt1407061,Just Wright,2010,"Comedy,Romance,Sport",5.9,FoxS,21500000.0,2010
tt1407084,Twelve,2010,"Action,Crime,Drama",5.7,Hann.,184000.0,2010
tt1408101,Star Trek Into Darkness,2013,"Action,Adventure,Sci-Fi",7.7,Par.,228800000.0,2013
tt1408253,Ride Along,2014,"Action,Comedy,Crime",6.2,Uni.,134900000.0,2014
tt1410063,The Flowers of War,2011,"Drama,History,Romance",7.6,WHE,311000.0,2012
tt1411238,No Strings Attached,2011,"Comedy,Romance",6.2,Par.,70700000.0,2011
tt1411250,Riddick,2013,"Action,Adventure,Sci-Fi",6.4,Uni.,42000000.0,2013
tt1411697,The Hangover Part II,2011,"Comedy,Mystery",6.5,WB,254500000.0,2011
tt1411704,Hop,2011,"Adventure,Animation,Comedy",5.4,Uni.,108100000.0,2011
tt1412386,The Best Exotic Marigold Hotel,2011,"Comedy,Drama,Romance",7.3,FoxS,46400000.0,2012
tt1412528,Table 19,2017,"Comedy,Drama,Romance",5.8,FoxS,3600000.0,2017
tt1413492,12 Strong,2018,"Action,Drama,History",6.6,WB,45800000.0,2018
tt1413495,Paranoia,2013,"Drama,Thriller",5.7,Rela.,7400000.0,2013
tt1413496,Revenge of the Electric Car,2011,Documentary,7.2,A23,151000.0,2011
tt1413529,Golden Slumber,2010,"Action,Drama,Thriller",7.1,CJ,94500.0,2018
tt1414382,You Again,2010,"Comedy,Family,Romance",5.8,BV,25700000.0,2010
tt1415283,Nanny McPhee Returns,2010,"Comedy,Family,Fantasy",6.1,Uni.,29000000.0,2010
tt1417067,Cirkus Columbia,2010,"Comedy,Drama,Romance",7.3,Strand,3500.0,2012
tt1417075,In Darkness,2011,"Drama,War",7.3,SPC,1000000.0,2012
tt1418377,"I, Frankenstein",2014,"Action,Fantasy,Horror",5.1,LGF,19100000.0,2014
tt1421051,Somewhere,2010,"Comedy,Drama",6.3,Focus,1800000.0,2010
tt1422032,Even the Rain,2010,"Drama,History",7.5,Vita.,518000.0,2011
tt1423995,Stone,2010,"Drama,Thriller",5.4,Over.,1800000.0,2010
tt1424381,Predators,2010,"Action,Adventure,Sci-Fi",6.4,Fox,52000000.0,2010
tt1424432,Senna,2010,"Biography,Documentary,Sport",8.6,PDA,1600000.0,2011
tt1425922,Black Nativity,2013,"Drama,Family,Music",4.6,FoxS,7000000.0,2013
tt1426329,Lovelace,2013,"Biography,Drama",6.2,RTWC,357000.0,2013
tt1428459,We Are Family,2010,"Drama,Family",5.6,UTV,638000.0,2010
tt1430132,The Wolverine,2013,"Action,Adventure,Sci-Fi",6.7,Fox,132600000.0,2013
tt1430607,Arthur Christmas,2011,"Adventure,Animation,Comedy",7.1,Sony,46500000.0,2011
tt1430612,Brick Mansions,2014,"Action,Crime",5.7,Rela.,20400000.0,2014
tt1430615,Big Miracle,2012,"Biography,Drama,Family",6.5,Uni.,20200000.0,2012
tt1430626,The Pirates! Band of Misfits,2012,"Adventure,Animation,Comedy",6.7,Sony,31100000.0,2012
tt1431045,Deadpool,2016,"Action,Adventure,Comedy",8.0,Fox,363100000.0,2016
tt1431122,No Problem,2010,"Action,Comedy,Crime",4.2,Eros,285000.0,2010
tt1431181,Another Year,2010,"Comedy,Drama",7.3,SPC,3200000.0,2010
tt1433108,Faster,2010,"Action,Crime,Drama",6.5,CBS,23200000.0,2010
tt1433822,The Apparition,2012,"Horror,Thriller",4.1,WB,4900000.0,2012
tt1434435,Mother's Day,2010,"Drama,Horror,Thriller",6.3,ORF,32500000.0,2016
tt1436045,13 Assassins,2010,"Action,Adventure,Drama",7.6,Magn.,803000.0,2011
tt1436559,"Love, Wedding, Marriage",2011,Comedy,5.0,IFC,1900.0,2011
tt1436562,Rio,2011,"Adventure,Animation,Comedy",6.9,Fox,143600000.0,2011
tt1438216,Oranges and Sunshine,2010,"Drama,History",7.1,Cohen,143000.0,2011
tt1438254,Charlie St. Cloud,2010,"Drama,Fantasy,Romance",6.5,Uni.,31200000.0,2010
tt1438298,Guzaarish,2010,Drama,7.5,UTV,1000000.0,2010
tt1439572,Perfect Sense,2011,"Drama,Romance,Sci-Fi",7.1,IFC,3000.0,2012
tt1440129,Battleship,2012,"Action,Adventure,Sci-Fi",5.8,Uni.,65400000.0,2012
tt1440161,A Little Bit of Heaven,2011,"Comedy,Drama,Fantasy",6.3,MNE,15400.0,2012
tt1440180,Young Goethe in Love,2010,"Drama,Romance",6.7,MBox,162000.0,2011
tt1440232,Little White Lies,2010,"Comedy,Drama",7.1,MPI,206000.0,2012
tt1440266,Pina,2011,"Documentary,Music",7.7,IFC,3500000.0,2011
tt1440292,Submarine,2010,"Comedy,Drama,Romance",7.3,Wein.,468000.0,2011
tt1440345,This Must Be the Place,2011,"Comedy,Drama",6.7,Wein.,144000.0,2012
tt1440728,The American,2010,"Crime,Drama,Thriller",6.3,Focus,35600000.0,2010
tt1440732,Bel Ami,2012,"Drama,History,Romance",5.4,Magn.,120000.0,2012
tt1441326,Martha Marcy May Marlene,2011,"Drama,Mystery,Thriller",6.9,FoxS,3000000.0,2011
tt1441912,The Way,2010,"Adventure,Comedy,Drama",7.4,PDA,4400000.0,2011
tt1441951,Quartet,2012,"Comedy,Drama",6.8,Wein.,18400000.0,2013
tt1441952,Salmon Fishing in the Yemen,2011,"Comedy,Drama,Romance",6.8,CBS,9000000.0,2012
tt1441953,Testament of Youth,2014,"Biography,Drama,History",7.3,SPC,1800000.0,2015
tt1442571,14 Blades,2010,"Action,History,Thriller",6.4,RTWC,,2014
tt1445520,Footnote,2011,"Comedy,Drama",7.1,SPC,2000000.0,2012
tt1446192,Rise of the Guardians,2012,"Action,Adventure,Animation",7.3,P/DW,103400000.0,2012
tt1446714,Prometheus,2012,"Adventure,Mystery,Sci-Fi",7.0,Fox,126500000.0,2012
tt1448755,Killer Elite,2011,"Action,Crime,Thriller",6.5,ORF,25100000.0,2011
tt1449283,Winnie the Pooh,2011,"Adventure,Animation,Comedy",7.2,BV,26700000.0,2011
tt1450321,Filth,2013,"Comedy,Crime,Drama",7.1,Magn.,34400.0,2014
tt1452628,Vanishing on 7th Street,2010,"Horror,Mystery,Thriller",4.9,Magn.,22700.0,2011
tt1453405,Monsters University,2013,"Adventure,Animation,Comedy",7.3,BV,268500000.0,2013
tt1454029,The Help,2011,Drama,8.1,BV,169700000.0,2011
tt1454468,Gravity,2013,"Drama,Sci-Fi,Thriller",7.7,WB,274100000.0,2013
tt1454700,Truth,2017,"Drama,History,Thriller",7.1,SPC,2500000.0,2015
tt1455151,My Afternoons with Margueritte,2010,"Comedy,Drama",7.2,Cohen,667000.0,2011
tt1455256,The Wall,2010,Documentary,9.2,RAtt.,1800000.0,2017
tt1455811,Khatta Meetha,2010,"Comedy,Crime,Drama",5.8,Eros,542000.0,2010
tt1456472,We Have a Pope,2011,"Comedy,Drama",6.7,IFC,548000.0,2012
tt1456606,"Rio, I Love You",2014,"Comedy,Drama,Fantasy",5.2,Scre.,32000.0,2016
tt1456635,Goon,2011,"Comedy,Drama,Sport",6.8,Magn.,4200000.0,2012
tt1456661,Legend of the Fist: The Return of Chen Zhen,2010,"Action,Drama,History",6.3,Vari.,50400.0,2011
tt1457767,The Conjuring,2013,"Horror,Mystery,Thriller",7.5,WB (NL),137400000.0,2013
tt1458175,The Next Three Days,2010,"Action,Crime,Drama",7.4,LGF,21100000.0,2010
tt1459012,Love Crime,2010,"Crime,Drama,Mystery",6.5,IFC,540000.0,2011
tt1462054,Letters to God,2010,"Drama,Family",6.3,Viv.,2800000.0,2010
tt1462758,Buried,2010,"Drama,Mystery,Thriller",7.0,LGF,1000000.0,2010
tt1462769,The Odd Life of Timothy Green,2012,"Comedy,Drama,Family",6.6,BV,51900000.0,2012
tt1462900,The Grandmaster,2013,"Action,Biography,Drama",6.6,Wein.,6600000.0,2013
tt1464174,"Big Mommas: Like Father, Like Son",2011,"Action,Comedy,Crime",4.4,Fox,37900000.0,2011
tt1464191,Decoding Annie Parker,2013,Drama,6.3,EOne,48400.0,2014
tt1464251,Leaving,2011,"Comedy,Drama",6.0,IFC,176000.0,2010
tt1464540,I Am Number Four,2011,"Action,Adventure,Sci-Fi",6.1,BV,55100000.0,2011
tt1464580,Stake Land,2010,"Drama,Horror,Sci-Fi",6.5,IFC,33200.0,2011
tt1465487,Heartbreaker,2010,"Comedy,Romance",6.8,IFC,504000.0,2010
tt1469304,Baywatch,2017,"Action,Comedy,Crime",5.6,Par.,58100000.0,2017
tt1470023,MacGruber,2010,"Action,Comedy,Romance",5.5,Uni.,8500000.0,2010
tt1470024,"Tuesday, After Christmas",2010,"Drama,Romance",7.0,Lorb.,27800.0,2011
tt1470827,Monsters,2010,"Drama,Sci-Fi,Thriller",6.4,Magn.,237000.0,2010
tt1472584,Max Steel,2016,"Action,Adventure,Family",4.6,ORF,3800000.0,2016
tt1473063,The Well-Digger's Daughter,2011,"Drama,Romance",7.0,KL,386000.0,2012
tt1473832,Bridget Jones's Baby,2016,"Comedy,Drama,Romance",6.5,Uni.,24300000.0,2016
tt1477834,Aquaman,2018,"Action,Adventure,Fantasy",7.1,WB,335100000.0,2018
tt1477837,Cedar Rapids,2011,Comedy,6.3,FoxS,6900000.0,2011
tt1477855,Hyde Park on Hudson,2012,"Biography,Comedy,Drama",5.9,Focus,6400000.0,2012
tt1478338,Bridesmaids,2011,"Comedy,Romance",6.8,Uni.,169100000.0,2011
tt1478964,Attack the Block,2011,"Action,Comedy,Sci-Fi",6.7,SGem,1000000.0,2011
tt1480295,Killing Season,2013,"Action,Drama,Thriller",5.4,MNE,39900.0,2013
tt1480656,Cosmopolis,2012,"Drama,Fantasy",5.0,EOne,764000.0,2012
tt1483013,Oblivion,2013,"Action,Adventure,Sci-Fi",7.0,Uni.,89100000.0,2013
tt1485749,Mr. Pip,2012,"Drama,War",7.2,Free,1700.0,2014
tt1485796,The Greatest Showman,2017,"Biography,Drama,Musical",7.6,Fox,174300000.0,2017
tt1486185,Red Riding Hood,2011,"Fantasy,Horror,Mystery",5.5,WB,37700000.0,2011
tt1486190,Tamara Drewe,2010,"Comedy,Drama,Romance",6.2,SPC,560000.0,2010
tt1486192,The Raven,2012,"Crime,Mystery,Thriller",6.4,Rela.,16000000.0,2012
tt1486193,5 Days of War,2011,"Action,Drama,War",5.6,Anch.,17500.0,2011
tt1487118,Chalet Girl,2011,"Comedy,Romance,Sport",6.3,IFC,1700.0,2011
tt1487931,Khumba,2013,"Adventure,Animation,Family",5.7,MNE,1000.0,2013
tt1488555,The Change-Up,2011,"Comedy,Fantasy",6.3,Uni.,37100000.0,2011
tt1488602,The Forest,2011,"Horror,Thriller",3.5,Focus,26600000.0,2016
tt1489889,Central Intelligence,2016,"Action,Comedy,Crime",6.3,WB (NL),127400000.0,2016
tt1490785,I Saw the Light,2015,"Biography,Drama,Music",5.8,SPC,1600000.0,2016
tt1496005,The Tree,2010,"Drama,Romance",6.6,Zeit.,71200.0,2011
